contig	aln_nanopo_out	aln_pacbio_out	MD_3_S11_L001_R_out	SRR7135606_out	SRR7135607_out	SRR7135608_out	SRR7135612_out
opera_contig_1268	0	0	0.0754831	0	0	0	15.2637
opera_contig_1269	0	0	20.2808	4.63038	1.73003	0.0754945	2.36932
opera_contig_1270	0	0.0361191	5.26885	0	0	0	20.5274
opera_contig_1271	0	0	0.868421	0	0	0	32.3887
opera_contig_1272	0	0.197034	5.46035	0	0	0	22.1247
opera_contig_1273	0	0.333838	0	0	0	0	28.7683
opera_contig_1274	0	0	23.3384	3.79948	2.62051	0.224632	1.95996
opera_contig_1275	0.0239684	0	23.3424	3.69736	1.92946	0	2.48711
opera_contig_1276	0.954773	0	22.5197	4.12354	1.9525	0	2.4377
opera_contig_1277	0	0	18.6234	3.95922	1.21272	0.0760803	2.53424
opera_contig_1278	0	0	0	3.44565	3.78518	0.285409	0
opera_contig_1279	0	2.81421	0	0	0	0	29.7856
opera_contig_1280	0	0	0	3.344	3.66595	0.0761219	0
opera_contig_1281	0	0	0	0	0	0	31.0218
opera_contig_1282	0	2.06335	0	0	0	0	30.9732
opera_contig_1283	0	0	0.0383907	4.25461	3.95424	0.142967	0
opera_contig_1284	0	2.25	0	0	0	0	30.3213
opera_contig_1285	0	0.997387	0	0	0	0	28.3444
opera_contig_1286	0	0	0.267981	3.43231	3.91006	0.153242	0.0820884
opera_contig_1287	0	0.368267	0.0384319	0	0	0	23.8824
opera_contig_1288	0.391264	0	0.0771724	3.46473	3.49684	0.384319	0.0515512
opera_contig_1289	0	1.84478	10.0949	2.45698	1.07629	0	46.7422
opera_contig_1290	0	0	5.93663	0	0	0	19.0894
opera_contig_1291	0	2.43663	0	0	0	0	21.8867
opera_contig_1292	0	0.32552	0	0	0	0.0128145	33.2764
opera_contig_1293	0	0	0	2.99155	3.85128	0.15623	0
opera_contig_1294	0	0	0	5.43917	3.31361	0.133709	0.0300611
opera_contig_1295	0	0.136228	2.82928	0	0	0	21.1389
opera_contig_1296	0	0.907291	6.4329	0	0	0	19.1007
opera_contig_1297	0	0	0.623113	41.0909	43.3028	4.48318	0.838836
opera_contig_1298	0	0	0	3.44221	3.84888	0.0778424	0.0435603
opera_contig_1299	0	1.05826	6.34813	0	0	0	21.8676
opera_contig_1300	0	0.239514	0	0	0	0	27.9253
opera_contig_1302	0	0.300902	23.8359	3.92533	1.96393	0	2.18874
opera_contig_1303	0	0.524442	19.0962	4.08907	2.38997	0	2.55925
opera_contig_1304	0	1.77611	0	0	0	0	27.61
opera_contig_1305	11.6298	3.44305	0	474.206	502.249	4.87537	309.009
opera_contig_1306	0	0	0	3.3942	3.37993	0.393882	0.178792
opera_contig_1307	0	0.355432	3.84171	0	0	0	21.2663
opera_contig_1308	0	0.517313	4.30877	0	0	0	19.9801
opera_contig_1309	0	0	20.0323	3.77539	2.29073	0.0793197	2.52329
opera_contig_1310	0	0	6.95273	0	0	0	21.3923
opera_contig_1311	0	0.0894024	1.66661	0	0	0	20.2846
opera_contig_1312	0	0.637596	4.72226	0	0	0	22.1209
opera_contig_1313	0	0.4481	0.0798467	0	0	0	23.3211
opera_contig_1314	0	0	0	3.72038	3.22932	0	0
opera_contig_1315	0	2.0442	0	1.27991	1.66058	0.0616125	5.17014
opera_contig_1316	0	0	0	5.96469	6.39783	0.0397827	0.750759
opera_contig_1317	0	0	0	3.53879	3.57015	0.0785474	0.135658
opera_contig_1318	0	18.3573	0.159757	0.317112	0.237874	0	318.325
opera_contig_1319	0.0435618	0	0	4.09225	3.06855	0.0799167	0
opera_contig_1320	0	0	0	4.16229	2.70827	0.157642	0.275072
opera_contig_1321	0	0	5.5725	0	0	0	22.2851
opera_contig_1322	0	1.06683	0.0086747	0	0	0	31.3242
opera_contig_1323	0.76203	1.66475	0.457218	38.5932	25.2102	0.384759	32.6272
opera_contig_1324	0	0.0585586	0	0	0	0	30.2532
opera_contig_1325	0	0.54604	2.21539	0	0	0	18.2305
opera_contig_1326	0	0.948887	3.29502	0	0	0	12.3764
opera_contig_1327	0	0.433382	2.93233	0	0	0	21.4604
opera_contig_1328	0	0.0652805	0	0	0	0	28.0426
opera_contig_1329	0	0	22.4126	3.71371	2.24403	0.08	3.25194
opera_contig_1330	0	0	0	4.36108	3.84689	0.156179	0.0290416
opera_contig_1331	0	1.20416	7.83856	1.98026	0.740095	0	47.4394
opera_contig_1332	3.72423	4.51925	84.857	76.0964	59.6916	3.88205	108.174
opera_contig_1333	0	0	0	3.86128	3.80081	0.0808407	0
opera_contig_1334	0	1.04204	4.7502	0	0	0	21.6144
opera_contig_1335	0	1.46612	0	0	0	0	29.9913
opera_contig_1336	0	0	21.2118	3.53616	2.53309	0.226339	2.3247
opera_contig_1337	0	0.447411	6.92395	0	0	0	19.1801
opera_contig_1338	0	0	0	0	0	0	32.0533
opera_contig_1339	0.22001	0	3.6385	7.55626	9.56322	0.0485673	12.5181
opera_contig_1340	0	0	0.0403239	3.36939	4.77911	0.159676	0.127449
opera_contig_1341	0	0	0	3.69699	4.06076	0.0945573	0.0341186
opera_contig_1342	0	0	20.5114	4.57719	2.42883	0	2.1443
opera_contig_1343	0	0.0686625	4.94029	0	0	0	18.467
opera_contig_1344	0	0.895131	3.47826	0	0	0	19.6302
opera_contig_1345	0	0.297959	4.25518	0	0	0	21.968
opera_contig_1346	0	0	18.8319	4.0941	2.43277	0	2.98938
opera_contig_1347	0	0	0.0815759	3.99902	2.89308	0	0.0215792
opera_contig_1348	0	0	19.8955	3.59052	1.30319	0	2.8924
opera_contig_1349	0	0.556337	5.69027	0	0	0	20.6172
opera_contig_1350	0	0	0	3.76562	3.50311	0.302584	0.0372915
opera_contig_1351	0	1.29258	5.04165	0	0	0	18.9198
opera_contig_1352	0	0.303557	0.0409769	3.287	3.73021	0.167186	0.0434355
opera_contig_1353	0	0	5.33377	0	0	0	23.2521
opera_contig_1354	0.258043	0	0	3.22406	3.88198	0.16415	0.0484242
opera_contig_1355	0	1.1911	0.122804	0	0	0	30.8009
opera_contig_1356	0	0	19.0721	4.28893	3.8952	0	2.83131
opera_contig_1357	0	0.262327	1.46515	1.80243	1.3764	0	3.39481
opera_contig_1358	0	0	21.7361	3.35231	2.64917	0.0821129	1.71252
opera_contig_1359	0	0	2.06715	0	0	0	19.825
opera_contig_1360	0	0	0	3.69037	3.64505	0.133146	0
opera_contig_1361	0	0	22.6748	5.31017	1.81009	0.082713	2.22514
opera_contig_1362	0	1.80482	0	0	0	0	28.656
opera_contig_1363	0	1.04172	1.37564	0	0	0	12.319
opera_contig_1364	0	1.35686	0	0	0	0	33.0868
opera_contig_1365	0	1.08671	0	0	0	0	21.3631
opera_contig_1366	0	0	1.40628	0	0	0	19.0339
opera_contig_1367	0	2.48	23.839	0	0	0.303673	44.6033
opera_contig_1368	0	0	0.0829869	0	0	0	20.5881
opera_contig_1369	0	0	0.082668	3.90835	3.32901	0	0.0332668
opera_contig_1370	0	0.695573	0	0	0	0	32.1804
opera_contig_1371	0	1.9334	0	0	0	0	31.9387
opera_contig_1372	0	0.219251	0	0	0	0	14.1521
opera_contig_1373	0	0	0.00384423	3.24402	2.40916	0.079893	0
opera_contig_1374	0	0	0.036636	1.6392	1.38824	0.0740878	0.0577722
opera_contig_1375	0	0.469702	0	0	0	0	33.9453
opera_contig_1376	0	2.32485	0.0408779	0	0	0	21.8023
opera_contig_1377	0	0	0	4.2872	2.82071	0	0.178284
opera_contig_1378	0.289412	0	0	1.88579	1.99777	0.142525	0.00639907
opera_contig_1379	0	1.08645	3.51452	2.13362	1.33994	0	4.51016
opera_contig_1380	0	1.03516	0	0	0	0	20.3477
opera_contig_1381	0	0	0	4.20717	3.12975	0.0836419	0.161225
opera_contig_1382	0	0.855363	0.796262	0	0	0	21.9864
opera_contig_1383	0	3.14254	0.0420734	0	0	0	29.8416
opera_contig_1384	0	0.357251	0	0	0	0	27.3981
opera_contig_1385	0	0.0957932	22.3514	4.40345	1.97567	0	3.52154
opera_contig_1386	0	0	0	2.28528	3.31857	0.224269	0.238803
opera_contig_1387	0	0	0	2.99036	2.90074	0.168414	0
opera_contig_1388	0	0.0703773	2.57351	0	0	0	21.2453
opera_contig_1389	0	1.31103	0.157378	0	0	0	13.7501
opera_contig_1390	0	0.452942	0.590639	0	0	0	30.1221
opera_contig_1391	0	1.32253	0	0	0	0	28.2212
opera_contig_1392	0	2.44	0	0	0	0	32.5485
opera_contig_1393	0	0	18.9377	5.02654	1.45824	0.0547712	2.72682
opera_contig_1394	0	0	0	3.33521	3.43098	0.0850375	0
opera_contig_1395	0	0	21.3411	3.08515	2.69676	0	2.86297
opera_contig_1396	0	0.569257	0.0614859	0	0	0	30.581
opera_contig_1397	0	1.03316	0	0	0	0	32.2941
opera_contig_1398	0	0	0	4.85047	2.54491	0.635928	0
opera_contig_1399	0	0	0	1.66243	3.1137	0.0765111	0.0859985
opera_contig_1400	0	0.244674	21.8632	3.75722	1.79828	0.0857388	2.58179
opera_contig_1401	0	0.731166	4.09942	0	0	0	19.3256
opera_contig_1402	0	0.576076	5.23993	0	0	0	19.8148
opera_contig_1403	0	0	0	3.41849	2.94319	0.489069	0
opera_contig_1404	0	0.420545	0	2.46381	0.168735	0	11.6765
opera_contig_1405	0	2.17877	0	0	0	0.0695297	30.7282
opera_contig_1406	0	0.653966	0	0	0	0	27.3019
opera_contig_1407	0	0.850319	5.42783	0	0	0	20.6931
opera_contig_1408	0	0.233293	1.80867	0	0	0	17.6396
opera_contig_1409	0	0	0	1.97755	2.0266	0.0768876	0.231124
opera_contig_1410	0	0	20.3541	4.71471	2.06791	0.086055	2.03992
opera_contig_1411	0	0	0	3.79758	2.88539	0.0570441	0
opera_contig_1412	0	0.745505	0	0	0	0	29.7331
opera_contig_1413	0.211901	0	0.0863172	4.14375	3.00311	0	0.0245632
opera_contig_1414	0	0	4.90029	0	0	0	18.4717
opera_contig_1415	0	0	4.21087	0	0	0	18.2159
opera_contig_1416	0.949411	0	0	3.01611	3.53205	0	0
opera_contig_1417	0	0.360846	6.26825	0	0	0	19.8866
opera_contig_1418	0	2.09415	0.613597	0	0	0	18.9379
opera_contig_1419	0	0	0.778183	0	0	0	17.9338
opera_contig_1420	0	0.618179	5.90076	0	0	0	18.6465
opera_contig_1421	0	0.405805	22.6401	5.31283	1.55787	0	2.44074
opera_contig_1422	0	0.87287	0.216	0	0	0	10.6447
opera_contig_1423	0	0.246304	0	0	0	0	21.8188
opera_contig_1424	0	0	23.0619	5.55124	2.29911	0.0737776	2.23143
opera_contig_1425	0	0	0.0865854	3.80505	3.40767	0.087108	0
opera_contig_1426	0	0.492933	21.8754	4.11394	2.76392	0	2.14762
opera_contig_1427	2.02045	13.2783	204.887	160.412	79.7677	43.9248	252.917
opera_contig_1428	0	0	0.0428997	2.65505	3.72754	0.0875503	0.115216
opera_contig_1429	0	0.0891731	6.60932	0	0	0	20.8781
opera_contig_1430	0	0	0	3.61819	3.8437	0.086758	0.188444
opera_contig_1431	0	0	22.2047	4.90927	2.16652	0	1.79093
opera_contig_1432	0	0	0	3.84262	3.75857	0.234218	0.0594338
opera_contig_1433	0	0.537405	0.0878366	0	0	0	17.6362
opera_contig_1434	20.4805	17.8596	2.30201	674.118	627.444	11.6598	289.86
opera_contig_1435	0	0	5.32435	0	0	0	21.1701
opera_contig_1436	0	0	0	2.84416	3.23314	0.350414	0.113929
opera_contig_1437	0	0.336271	4.08389	0	0	0	19.4841
opera_contig_1438	5.57644	0	0	27.3763	21.8314	3.59408	2.15518
opera_contig_1439	0	0	0	4.12593	3.14444	0	0
opera_contig_1440	0.829247	0	0	3.58705	3.63662	0.0874934	0.017287
opera_contig_1441	0	0.459951	0	0	0	0	30.1422
opera_contig_1442	0	0.187754	6.69702	0	0	0	19.7717
opera_contig_1443	0	1.9894	0	0	0	0	31.8587
opera_contig_1444	0	0.0476275	6.55577	0	0	0	19.6208
opera_contig_1445	0	1.35382	3.65061	0	0	0	23.5858
opera_contig_1446	0	5.339	0	0	0	0	30.6511
opera_contig_1447	0	0.0565102	0	0	0	0	28.5506
opera_contig_1448	0	0.323175	0.929128	0	0	0	20.6178
opera_contig_1449	0	0.16291	0	4.51677	3.78687	0	0
opera_contig_1450	0	2.79378	0	0	0	0	33.2845
opera_contig_1451	0	1.63837	6.74298	0	0	0	22.2542
opera_contig_1452	0	1.0576	0	0	0	0	31.8711
opera_contig_1453	0	0.294222	5.63342	0	0	0	20.5628
opera_contig_1454	0	0.714184	0	0	0	0	21.3351
opera_contig_1455	0	0	23.6937	4.15264	1.82257	0	2.06063
opera_contig_1456	0.957151	0	19.6951	4.18211	2.48741	0.265667	2.57686
opera_contig_1457	0	0.949643	5.15375	0	0	0	16.3705
opera_contig_1458	0	1.50331	0.887677	0	0	0	18.6568
opera_contig_1459	0	1.94158	0	0	0	0	32.5765
opera_contig_1460	0	0	19.7066	5.50296	2.57712	0.0881666	2.85365
opera_contig_1461	0	0.846361	4.1761	0	0.00539084	0	17.1871
opera_contig_1462	0	0	5.53459	0	0	0	18.3209
opera_contig_1463	0	1.31278	0	0	0	0	21.7816
opera_contig_1464	0	0	3.3854	0	0	0	20.1643
opera_contig_1465	0	0	0	2.48604	2.14106	0.179787	0
opera_contig_1466	0.945719	0.0748288	0	3.69298	2.79795	0.227055	0.149144
opera_contig_1467	0	0.516742	0	0	0	0	33.4818
opera_contig_1468	0	0	0	0	0	0	12.5817
opera_contig_1469	0	0.687035	0	0	0	0	34.7605
opera_contig_1470	0	1.81096	0.0444485	0	0	0	18.0896
opera_contig_1471	62.4116	17.8624	33.9209	1181.94	1040.75	109.678	645.024
opera_contig_1472	0	0.150481	0	0	0	0	12.9337
opera_contig_1473	0	0	23.6538	4.59008	1.34617	0.18053	2.40065
opera_contig_1474	0.969091	1.75382	0	5.44909	1.43673	0	84.0631
opera_contig_1475	0	1.24822	5.30778	0	0	0	20.6604
opera_contig_1476	0	0.764641	0	0	0	0	31.5447
opera_contig_1477	0	0.286316	18.7428	3.85364	1.80198	0.0915919	2.9945
opera_contig_1478	0	0.659578	3.62273	0	0	0	18.3646
opera_contig_1479	0	0	0.0859564	2.05621	2.31546	0.237461	0
opera_contig_1480	0	0	0.903853	35.578	0.26	0	0.24055
opera_contig_1481	0	0	0	3.36846	3.42831	0.247476	0.0268037
opera_contig_1482	0	0	0	3.60896	4.34055	0.0914265	0
opera_contig_1483	0	0	0	2.90837	3.26001	0.26166	0
opera_contig_1484	0	0	22.9222	4.44021	2.73252	0	2.54948
opera_contig_1485	0	0.11547	0	0	0	0	29.0971
opera_contig_1486	0	0.223969	0.0843475	3.33215	2.54479	0.161596	0.0927992
opera_contig_1487	0	0.178097	1.12002	0	0	0	22.5149
opera_contig_1488	0	1.36382	0	0	0	0	27.8066
opera_contig_1489	0	0.158176	5.22684	0	0	0	22.8989
opera_contig_1490	0	0	1.24695	0	0	0	20.4078
opera_contig_1491	0	1.71067	0	0	0	0	22.8832
opera_contig_1492	0	0	0	3.697	3.77432	0.364225	0.0645579
opera_contig_1493	0.0947271	0	18.7587	4.31896	1.96633	0.0438483	2.40629
opera_contig_1494	0	0.424949	0.275403	0	0	0	32.4768
opera_contig_1495	0	0	2.58904	2.65235	3.3756	0	0.715846
opera_contig_1496	0	0	0.0924074	3.58444	3.82852	0.18463	0.356296
opera_contig_1497	0	0	3.94436	0	0	0	19.4586
opera_contig_1498	0.716246	0.44158	18.2932	3.55082	5.88687	0	4.56677
opera_contig_1499	0	4.78348	0	0	0	0	63.3195
opera_contig_1500	0	0	0.0575578	1.10805	1.38838	0.0767694	0.00722355
opera_contig_1501	4.55469	1.1676	0	118.256	123.587	1.75763	11.3975
opera_contig_1502	0	1.76237	1.98828	0	0	0	20.6771
opera_contig_1503	0	0	6.50931	0	0	0	20.2846
opera_contig_1504	0	1.20954	1.80965	0	0	0	21.469
opera_contig_1505	0	0	0.0263936	1.9848	1.3939	0.0527872	0.0531039
opera_contig_1506	0	0.605592	3.63057	0	0	0	23.4352
opera_contig_1507	0	0	4.98429	0	0	0	17.9286
opera_contig_1508	0	0	2.93474	0	0	0	18.9974
opera_contig_1509	0	0	2.89261	0	0	0	20.1673
opera_contig_1510	0	0	0	2.92759	3.88358	0	0
opera_contig_1511	0	0	21.0901	4.24736	1.94386	0	2.5795
opera_contig_1512	0	0	5.68697	0	0	0	18.839
opera_contig_1513	0	1.08751	0	0	0	0	30.0711
opera_contig_1514	0.529334	0	0	4.39596	3.56819	0.187889	0
opera_contig_1515	0	0	21.5919	4.06717	2.25415	0.0660377	2.11981
opera_contig_1516	0	0.503401	5.36451	0	0	0	23.2853
opera_contig_1517	0	1.42707	0.218727	0	0	0	13.9599
opera_contig_1518	0	0.396936	19.0425	4.96029	2.63275	0.0890696	2.26362
opera_contig_1519	0	0	2.49205	0	0	0	18.3073
opera_contig_1520	0	1.34304	4.82423	0	0	0	21.6662
opera_contig_1521	0	0.208412	6.3039	0	0	0	20.4521
opera_contig_1522	0	0	0	0	0	0	18.9207
opera_contig_1523	0	0.132777	4.35622	0	0	0	21.4689
opera_contig_1524	0	0	0	3.71534	3.0226	0.237942	0
opera_contig_1525	0	0	0.396316	4.89973	3.68116	0.0873528	1.22617
opera_contig_1526	0.37284	0	0	3.81804	3.01368	0.187274	0
opera_contig_1527	0	0	2.83356	0	0	0	20.1252
opera_contig_1528	0	0	0	2.96825	3.40627	0.189354	0
opera_contig_1529	0	0.455393	3.52825	0	0	0	18.296
opera_contig_1530	0	0	0.120104	2.79634	2.90813	0.125653	0.0463446
opera_contig_1531	0	0	6.06645	0	0	0	22.4682
opera_contig_1532	0	0	0.00438012	3.83527	3.42087	0	0
opera_contig_1533	0	0	20.3373	4.81089	3.00971	0	2.40545
opera_contig_1534	0	0	0	1.69713	1.97501	0.0475014	0.108398
opera_contig_1535	0	1.48778	0	0	0	0	20.7145
opera_contig_1536	0	0	2.45588	0	0	0	17.5052
opera_contig_1537	0	1.26227	0	0	0	0	21.6564
opera_contig_1538	0	0.567934	7.08026	0	0	0	18.9109
opera_contig_1539	0	1.33506	0.0478927	0	0	0	22.8941
opera_contig_1540	0	0.853775	0.0952472	0	0	0	29.3409
opera_contig_1541	0	1.40415	5.39206	0	0	0	17.427
opera_contig_1542	0	0	0	3.85637	2.67012	0	0.108871
opera_contig_1543	0	0	0	3.62148	1.93316	0.0638083	0.127039
opera_contig_1544	0	0	0.0985897	2.87373	2.52063	0	0.469355
opera_contig_1545	0	0.118077	4.61981	0	0	0	19.6854
opera_contig_1546	0	0	0	3.15195	2.38584	0	0.0157723
opera_contig_1547	0	0	21.3303	4.44072	1.38549	0	1.36528
opera_contig_1548	0	0	23.8371	4.63759	2.29983	0.185249	3.36068
opera_contig_1549	0.959136	0	0	3.63531	3.03103	0.079414	0.0528142
opera_contig_1550	0	1.34844	0	0	0	0	35.2389
opera_contig_1551	0	0	1.97008	0	0	0	18.8042
opera_contig_1552	0.012761	0	2.26044	1.00735	1.87742	0	2.63728
opera_contig_1553	0	1.85036	5.5754	0	0	0	19.3389
opera_contig_1554	0	1.79907	4.17364	0	0	0	18.0883
opera_contig_1555	0	0.151462	2.40848	0	0	0	18.7226
opera_contig_1556	0	1.57979	0	0	0	0	31.8158
opera_contig_1557	0	0.622183	4.93726	0	0	0	20.6888
opera_contig_1558	0	0	0	4.02662	3.09676	0.145522	0.0481834
opera_contig_1559	0	0.541878	4.74834	0	0	0	20.8847
opera_contig_1560	0	0	0	4.07399	3.48809	0.0976181	0
opera_contig_1561	0	0	0.0976562	3.5252	4.30918	0.192383	0.248047
opera_contig_1562	0	0.191007	4.36559	0	0	0	19.2422
opera_contig_1563	0	0.431254	20.2636	4.99159	2.53393	0.183845	1.66869
opera_contig_1564	0	0	0.145629	0	0	0	21.3648
opera_contig_1565	0	0	22.2345	3.79395	2.39285	0	2.41387
opera_contig_1566	0	0	5.46985	0	0	0	18.9501
opera_contig_1567	0	2.26754	0.0491449	0	0	0	27.1976
opera_contig_1568	0	0	0	3.1162	3.28234	0	0.226504
opera_contig_1569	0	1.03128	1.02243	0	0	0	18.6404
opera_contig_1570	0	0.609799	5.48209	0	0	0	17.7277
opera_contig_1571	0	0.68478	0	0	0	0	36.4845
opera_contig_1572	31.4558	63.9795	84.8857	462.952	417.855	14.4805	703.432
opera_contig_1573	0	0	0.590739	4.52532	4.24808	0.294975	0.0374384
opera_contig_1574	0	1.74295	0	0	0	0	19.5963
opera_contig_1575	0	0.64518	3.35817	0	0	0	18.2373
opera_contig_1576	0	0	24.2545	4.86546	2.43263	0.0733873	2.2533
opera_contig_1577	0	0.384297	4.35194	0	0	0	16.3007
opera_contig_1578	0	1.80564	0.00434096	0	0	0	31.3372
opera_contig_1579	0	0.396919	0.633689	0	0	0	30.8555
opera_contig_1580	0	0.474131	2.48894	0	0	0	16.3183
opera_contig_1581	0	0	1.17062	1.37954	1.57188	0.0987362	3.75
opera_contig_1582	0	0.683409	0.145936	0	0	0	30.6158
opera_contig_1583	0	0.855448	2.90686	0	0	0	24.4922
opera_contig_1584	0	1.92069	0	0	0	0	32.3499
opera_contig_1585	0	0	0.0495148	3.45098	2.59893	0.198059	0.0174292
opera_contig_1586	0	0.507347	4.10822	0	0	0	17.2498
opera_contig_1587	0	0.23332	0.247816	0	0	0	21.3409
opera_contig_1588	0	0	0	3.15802	3.31982	0.197774	0.0147088
opera_contig_1589	0	0	0	3.44469	3.97175	0	0.237565
opera_contig_1590	0	0.388181	4.05511	0	0	0	20.3573
opera_contig_1591	0	0	0	4.03902	3.11666	0.19132	0.0579335
opera_contig_1592	0	0.854241	7.0217	0	0	0	20.4671
opera_contig_1593	0	0	0.343432	2.86905	3.16942	0.0978673	0
opera_contig_1594	0.964058	0	0	2.48502	3.3776	0.0998403	0.100439
opera_contig_1595	0	1.52187	0	0	0	0	29.3461
opera_contig_1596	0	0.457034	4.3789	0	0	0	19.0214
opera_contig_1597	0	0.42506	0.997602	0	0	0	22.2426
opera_contig_1598	0	0	0	0.768122	1.12212	0.0503955	0
opera_contig_1599	0.0190304	0.212941	0	1.39163	2.73998	0.194111	0.128205
opera_contig_1600	0	0.0414996	4.99459	0	0	0	18.3647
opera_contig_1601	0	0	3.54653	0	0	0	19.0335
opera_contig_1602	0.949819	0	0	4.07286	3.84324	0.199318	0
opera_contig_1603	0	0.508035	0	0	0	0	16.2796
opera_contig_1604	0	1.46521	2.20434	0	0	0	19.0171
opera_contig_1605	0	1.09718	0.100402	0	0	0	19.5433
opera_contig_1606	0	0	0	3.98571	4.04386	0.183702	0.1167
opera_contig_1607	0	0	6.13069	0	0	0	17.4444
opera_contig_1608	0	0	0	0	0	0	19.1605
opera_contig_1609	0	1.54942	2.24497	0	0	0	16.9333
opera_contig_1610	0	0	22.5347	4.61889	2.25111	0	2.00989
opera_contig_1611	4.78089	1.47349	1.55775	90.9684	73.3862	1.08486	83.9694
opera_contig_1612	0	0.316832	1.35482	0	0	0	19.077
opera_contig_1613	0	0.0745907	18.3736	2.66646	2.09258	0.0499293	2.05134
opera_contig_1614	0	1.06389	1.50445	0	0	0	21.4763
opera_contig_1615	0	0	0	3.8664	4.02045	0	0
opera_contig_1616	0	0.873836	4.98076	0	0	0	18.8757
opera_contig_1617	0	0	63.6051	12.7152	7.1643	0.266005	6.40721
opera_contig_1618	0	0.114628	6.17407	0	0	0	22.4723
opera_contig_1619	0.511977	10.7475	0.0970361	128.928	66.5402	1.19691	252.414
opera_contig_1620	0	0.231207	5.39902	0	0	0	19.4563
opera_contig_1621	0	0.693761	1.36984	0	0	0	18.8204
opera_contig_1622	0	0	0	3.82635	2.86885	0.101667	0.120577
opera_contig_1623	0	1.26079	0	0	0	0	18.7619
opera_contig_1624	0	0.327354	4.98166	0	0	0	21.639
opera_contig_1625	0	0	0	4.0954	3.04678	0.191216	0
opera_contig_1626	0	1.25	1.27576	0	0	0	19.4947
opera_contig_1627	0	1.59971	0	0	0	0	26.3723
opera_contig_1628	0	2.36513	0	0	0	0	26.856
opera_contig_1629	0.0440754	0.217917	0.204182	3.09348	3.96412	0	0
opera_contig_1630	0	0	0	0	0	0	32.3149
opera_contig_1631	0	0.22188	0	4.28592	3.16461	0	0.0517241
opera_contig_1632	0	0.206939	0	0	0	0	29.4644
opera_contig_1633	0	0	2.02753	0	0	0	20.2907
opera_contig_1634	0	3.42045	22.1609	2.70039	2.8821	0	73.0335
opera_contig_1635	0	0.484237	0	0	0	0	32.8825
opera_contig_1636	0	0.0263809	0.154163	2.71496	3.73248	0	0.0797609
opera_contig_1637	0	0	0	3.87361	3.23959	0.20433	0.0148454
opera_contig_1638	0	0.796411	0	0	0	0	20.9198
opera_contig_1639	0	0.331752	3.47679	0	0	0	17.4442
opera_contig_1640	0	0	0	2.97667	5.90153	0.10322	0.0879438
opera_contig_1641	0	0	4.90868	0	0	0	20.5337
opera_contig_1642	0.951189	0.0146846	0	3.1667	3.86494	0.205998	0.0537746
opera_contig_1643	0	2.09292	0	0	0	0	32.4818
opera_contig_1644	0	0	1.23779	0	0	0	21.0892
opera_contig_1645	0	0.0461698	0	0	0	0	29.9812
opera_contig_1646	0	1.16915	5.47284	0	0	0	19.1625
opera_contig_1647	0	0.215886	23.7034	3.27105	2.93696	0.0978847	2.34965
opera_contig_1648	0	0	0	3.87959	4.25223	0.203861	0
opera_contig_1649	0	0	0	4.53726	3.34876	0.101723	0.159643
opera_contig_1650	0	0.330841	5.97653	0	0	0	20.7576
opera_contig_1651	0	0	0	1.74013	1.12962	0	3.33444
opera_contig_1652	0	0.807732	3.96778	0	0	0	20.461
opera_contig_1653	0	0.330694	5.98291	0	0	0	20.5507
opera_contig_1654	0	0	0.625784	0	0	0	17.7163
opera_contig_1655	0	0	0	0	0	0	28.2066
opera_contig_1656	0	0.0627878	0	0	0	0	31.3876
opera_contig_1657	0	0.629343	0	0	0.00439514	0	31.4833
opera_contig_1658	0	0.956676	0	0	0	0	31.2989
opera_contig_1659	0	0	0	4.41623	3.33403	0.104844	0.0180331
opera_contig_1660	0.962605	0	0	4.42311	3.60231	0	0.0567227
opera_contig_1661	0	1.27269	5.37563	0	0	0	21.8683
opera_contig_1662	0.418586	31.4115	1.20019	0	0	0	425.28
opera_contig_1663	0	0	0	4.39727	4.1081	0.209674	0.0521556
opera_contig_1664	0	0	0	0	0	0	22.0198
opera_contig_1665	0	0.880556	0.0522435	0	0	0	28.4013
opera_contig_1666	0	0.0858896	0	0	0.00444256	0	31.7334
opera_contig_1667	0	0.566617	0	0	0	0	22.7772
opera_contig_1668	0	0	23.3484	4.48155	2.43321	0	1.74512
opera_contig_1669	0	0.925085	0	0	0	0	25.8727
opera_contig_1670	0	1.23531	0	0	0	0	19.4
opera_contig_1671	0	0	19.1475	3.90606	1.95133	0.10627	2.71923
opera_contig_1672	0	0	0	2.96021	2.95894	0.106383	0
opera_contig_1673	0	0	3.50416	0	0	0	20.9629
opera_contig_1674	0	0.972501	2.1618	0	0	0	18.9757
opera_contig_1675	0	0	0	3.34789	3.90477	0.50703	0
opera_contig_1676	0	0	0	4.34223	4.08625	0.184458	0.0640478
opera_contig_1677	0.714316	1.13462	10.9085	14.9645	10.4107	0.639316	20.3355
opera_contig_1678	0	0.982047	25.8839	4.54435	2.65441	0	2.15815
opera_contig_1679	0.95576	0	0	5.50844	2.23638	0.301346	0
opera_contig_1680	0	0	5.04811	1.4086	0.745563	0	4.17426
opera_contig_1681	0	0	0	3.95274	3.56908	0.103721	0.0932421
opera_contig_1682	0.216043	0	0	4.25262	3.8939	0.213048	0.0635294
opera_contig_1683	0.955413	0	0	2.794	3.72412	0.105681	0.189068
opera_contig_1684	0	0	0	3.91895	3.67925	0.301672	0
opera_contig_1685	0	0.437487	0.00471799	0	0	0	27.1362
