contig	aln_nanopo_out	aln_pacbio_out	MD_3_S11_L001_R_out	SRR7135606_out	SRR7135607_out	SRR7135608_out	SRR7135612_out
opera_contig_2760	0	0.693742	1.98225	0	0	0	18.7941
opera_contig_2761	0	0	0	4.23569	1.76565	0	0
opera_contig_2762	0	0	1.39769	1.9534	1.4403	0	3.5051
opera_contig_2763	0	0	0	1.54416	1.32845	0	2.27874
opera_contig_2764	0	0.934251	0	0.219902	0	1.10795	5.42914
opera_contig_2765	0	0	4.20507	0	0	0.432384	20.891
opera_contig_2766	0	0.52381	0	0	0	0	28.0583
opera_contig_2767	0	1.12194	0	0	0	0	27.8901
opera_contig_2768	0	0	0.333333	0	0	0	17.53
opera_contig_2769	0	0	0	0	0	0	13.6716
opera_contig_2770	0	0	2.08367	2.88117	1.7717	0	2.48732
opera_contig_2771	0	0	0	0	0	0	10.6184
opera_contig_2772	0	0	0	0	0	0	12.5223
opera_contig_2773	0	0	0	3.76796	3.33244	0	0
opera_contig_2774	0	1.61769	0	0	0	0	15.1586
opera_contig_2775	0	0	0	3.21432	2.66756	0.218792	0.109172
opera_contig_2776	0	0	0.223914	0	0	0	11.4572
opera_contig_2777	0	0	0	2.78709	3.56208	0.173913	0
opera_contig_2778	0	0	0	3.75987	3.22262	0.314183	0.128366
opera_contig_2779	0	1.22093	5.13561	0	0	0	19.018
opera_contig_2780	0	0	0.209627	4.79757	4.35178	0.669366	0.11516
opera_contig_2781	0	0	0	0	0	0	18.5731
opera_contig_2782	0	1.4865	4.0099	0	0	0	22.3654
opera_contig_2783	0	0	0.112511	7.48425	0	0	0
opera_contig_2784	0	0	0	3.00585	3.63395	0	0
opera_contig_2785	0	0	0	2.91663	4.69536	0.225327	0.283912
opera_contig_2786	0	2.04105	0	0	0	0	30.6951
opera_contig_2787	0	0	0	5.12134	2.92377	0.225079	0.64276
opera_contig_2788	0	0	0	3.9228	2.4465	0.158014	0.185553
opera_contig_2789	0	0	0	3.71203	1.2179	0	0
opera_contig_2790	0	0	3.37873	0	0	0	18.6208
opera_contig_2791	0	0	20.5615	5.60498	1.34072	0	1.78462
opera_contig_2792	0	1.2861	0	0	0	0	21.7506
opera_contig_2793	0	0	0.66727	1.91444	0.901766	0	4.66184
opera_contig_2794	0	0	83.9103	1.69384	0.90308	0	5.28623
opera_contig_2795	0	0	0	3.4957	3.94971	0.226552	0
opera_contig_2796	0	0.68223	0	0	0	0	14.8617
opera_contig_2797	0	0	3.14506	0	0	0	15.806
opera_contig_2798	0	0	0	3.60272	1.45669	0	0
opera_contig_2799	0	0	0.905172	4.70236	3.50817	0.173321	0.495463
opera_contig_2800	0	0.940027	0	4.2508	1.32349	0	59.9296
opera_contig_2801	0	11.2477	0.438735	4.90075	5.361	0	482.497
opera_contig_2802	0	1.55045	0	0	0	0	28.5373
opera_contig_2803	0	0.170387	70.7039	1.59362	0.68246	0	3.94214
opera_contig_2804	0	0	0	0	0	0	29.5387
opera_contig_2805	0.423814	0	0	39.9384	27.5506	1.88412	25.7984
opera_contig_2806	0	0	0.114103	3.06162	3.39434	0.220447	0
opera_contig_2807	0	0	61.9361	1.26928	0.682337	0	2.42629
opera_contig_2808	0	0	21.3723	1.89904	2.59205	0	2.84376
opera_contig_2809	0	0	0	3.07091	3.18756	0	0.118481
opera_contig_2810	0	0.0650183	0.796245	1.35485	1.13828	0.227106	2.69551
opera_contig_2811	0	0	0	0	0	0	19.7864
opera_contig_2812	0	0.489918	0	0	0	0	17.0481
opera_contig_2813	0	0	0.22844	0.458716	0.903211	0	4.12569
opera_contig_2814	0	0	0	4.43684	2.74552	0	0.132751
opera_contig_2815	0	0	4.96461	0	0	0	18.0882
opera_contig_2816	0	0.338391	0	0	0	0	26.9945
opera_contig_2817	0	0.782889	0	0.225851	0	0	11.8514
opera_contig_2818	0	0.602027	5.11792	0	0	0	17.9516
opera_contig_2819	0.443114	0	0	2.25472	2.75403	0.230309	0
opera_contig_2820	0	0	0	0	0.913865	7.91571	0
opera_contig_2821	0	0	0.11542	0	0	0	28.8643
opera_contig_2822	0	0	0	0.283472	0.461219	1.12881	4.28116
opera_contig_2823	0.89464	5.76248	121.292	82.9261	55.555	6.2902	83.9164
opera_contig_2824	0	1.40573	0	0	0	0	32.3059
opera_contig_2825	0	0	1.49884	1.71937	0.230698	0	3.87933
opera_contig_2826	0	0	0.115634	3.6864	4.02359	0.230805	0.406105
opera_contig_2827	0	0	0.809436	1.93154	0.688252	0	4.0629
opera_contig_2828	0	0.215641	6.75058	0	0	0	18.8043
opera_contig_2829	0.399074	0	0.22963	4.43056	3.21806	0.231481	0
opera_contig_2830	0	0	0	2.77016	3.9152	0.463392	0
opera_contig_2831	0	0	0	0	0	0	12.5225
opera_contig_2832	0	0.895688	0	0	0	0	10.8095
opera_contig_2833	0	0	0	2.96243	2.19388	0	0
opera_contig_2834	0	0	0.46286	3.85051	4.02878	0.232126	0
opera_contig_2835	4.57714	0	0	24.0023	22.2839	4.67054	2.41589
opera_contig_2836	0	0	0	0	0	0	18.3541
opera_contig_2837	0	0.973893	0	0	0	0	12.9114
opera_contig_2838	748.895	0	26.1148	3.64379	45.113	178.108	0.281046
opera_contig_2839	0	0.869098	0	0	0	0	27.7504
opera_contig_2840	0	0.804684	3.85105	0	0	0	20.9644
opera_contig_2841	0	0	5.65886	0	0	0	20.3688
opera_contig_2842	0	0	3.95638	0	0	0	16.4897
opera_contig_2843	0	0	2.15572	1.75704	1.28518	0	3.11538
opera_contig_2844	0	0	0	0.465258	0	0	13.154
opera_contig_2845	0	0	2.57793	1.86667	2.10235	0	1.47981
opera_contig_2846	0	0	0.789746	2.4539	0.469897	0	3.76152
opera_contig_2847	0.153437	0.817038	0	35.398	19.3887	0.492094	60.1384
opera_contig_2848	0	0.563619	0	0	0	0	24.468
opera_contig_2849	0	0	0	2.91509	3.86179	0	0.0367925
opera_contig_2850	0	0	0	0	0	0	13.0571
opera_contig_2851	0	0	19.4622	4.92958	2.681	0	2.45983
opera_contig_2852	0	0	12.2873	1.59972	0.468809	0	43.1007
opera_contig_2853	0	0.990539	1.06055	1.4087	2.12346	0	2.13955
opera_contig_2854	0	0.978703	1.14056	1.88831	1.05916	0	3.07099
opera_contig_2855	0	0	0	0	0	0	28.4948
opera_contig_2856	0	1.38673	4.27867	0	0	0	19.1156
opera_contig_2857	0	0.792793	3.0678	0	0	0	18.6311
opera_contig_2858	0	0	0.23482	0	0	0	17.223
opera_contig_2859	0	0	0	3.39801	3.76091	0.223909	0
opera_contig_2860	0	0	13.2898	2.71347	2.48055	0	2.09867
opera_contig_2861	0	0	0	3.41718	3.5401	0.191742	0.0398671
opera_contig_2862	0	0.97246	6.54084	0	0	0	19.9373
opera_contig_2863	0	0	1.17253	1.65304	1.35076	0	4.52662
opera_contig_2864	0	0	0	0	0	0	20.7948
opera_contig_2865	0	0	6.68589	0	0	0	9.09914
opera_contig_2866	0	0	0	2.95091	2.13584	0	0.119638
opera_contig_2867	0	0	0	3.29737	3.08735	0	0.241527
opera_contig_2868	0	1641.06	1.54893	0.119332	3.44105	0	0
opera_contig_2869	0	0	0	3.28844	4.25692	0	0.287011
opera_contig_2870	0	0	2.22647	0	0	0	16.257
opera_contig_2871	0	0	2.19924	0	0	0	16.5394
opera_contig_2872	0	0	0	3.3595	0	0	11.4337
opera_contig_2873	0	0	0	2.99856	3.78784	0.286398	0
opera_contig_2874	0.732759	0	0	2.9842	2.35632	0.239464	0.0900383
opera_contig_2875	0	0	6.75455	0	0	0	19.7972
opera_contig_2876	0	0	0.195871	0.0993759	0	0	11.241
opera_contig_2877	0	0	0	0	0	0	30.2596
opera_contig_2878	0	0	0	3.34279	2.62067	0.338462	0.322115
opera_contig_2879	0	0.981241	1.85714	1.39683	1.06109	0	4.22318
opera_contig_2880	0	0.588065	4.15255	0	0	0	17.6482
opera_contig_2881	0	0	4.99615	0	0	0	19.2671
opera_contig_2882	0	2.01398	0	0	0	0	16.8284
opera_contig_2883	0	0	0	3.09595	3.3134	0	0.248312
opera_contig_2884	0	0.131211	6.23685	0	0	0	24.3985
opera_contig_2885	0	0	3.9479	0	0	0	20.8138
opera_contig_2886	0	0	2.62144	0	0	0	23.5229
opera_contig_2887	0	0.918841	0	0	0	0	27.9217
opera_contig_2888	0	0	0.102415	2.64396	3.35459	0	0
opera_contig_2889	0	1.24746	0	0	0	0	13.0159
opera_contig_2890	0	0	0	2.63733	2.88443	0.722921	0
opera_contig_2891	0	0	20.6069	3.35542	4.14458	0	3.55851
opera_contig_2892	0	0	0	2.76659	3.97821	0	0
opera_contig_2893	0.943341	0	1.20823	2.41743	0.600969	0	5.07167
opera_contig_2894	0	0	0	2.87064	3.12112	0.238857	0.124516
opera_contig_2895	0	0	0	0	0	0	21.2482
opera_contig_2896	0	0.977218	0	0	0	0	21.4896
opera_contig_2897	0	0	0	2.99661	3.0063	0	0.174588
opera_contig_2898	0	0	0.11936	4.07424	3.60408	0.0281417	0
opera_contig_2899	0	0.920427	64.818	2.38525	2.02232	0	2.83503
opera_contig_2900	0	0	0	2.78328	3.62925	0	0.268707
opera_contig_2901	0	0	0.222546	3.61662	4.07483	0.225462	0
opera_contig_2902	0	0	0	1.44121	4.00146	0	0
opera_contig_2903	0	0	0.411965	0	0	0	13.7091
opera_contig_2904	0	0.303945	1.88992	0	0	0	19.3351
opera_contig_2905	0	0.88499	0.95078	1.46053	1.17885	0	2.62914
opera_contig_2906	0	0	0	3.39493	3.51341	0	0
opera_contig_2907	0	0.655778	0	0	0	0	27.57
opera_contig_2908	0	1.2394	0	0	0	0	33.6436
opera_contig_2909	0	1.92394	8.71282	2.91126	0.471477	0	38.8815
opera_contig_2910	0	0	2.05661	1.4573	0.732064	0	3.49634
opera_contig_2911	0	0	0	2.31847	1.49834	0	0.176861
opera_contig_2912	0	0	0	0	0	0	11.0679
opera_contig_2913	0	0	2.319	1.93063	0.486077	0	4.09575
opera_contig_2914	0	0	0	3.63619	3.52469	0	0
opera_contig_2915	0	0	2.31963	0	0	0	18.2903
opera_contig_2916	0	0	0.244858	2.76738	2.36484	0	0.141528
opera_contig_2917	0	1.82901	0.853503	0	0	0	21.3925
opera_contig_2918	0	0.198529	66.8716	1.8348	2.2049	0	2.61275
opera_contig_2919	0	0.115743	5.13536	0	0	0	18.6032
opera_contig_2920	0	0.909225	1.07262	0	0	0	22.7439
opera_contig_2921	0	2.29062	0	0	0	0	13.1129
opera_contig_2922	0	0	0.122239	0	0	0	14.327
opera_contig_2923	0	0	9.26523	0	0	0	20.0884
opera_contig_2924	0	0	0	4.29351	3.30875	0.491642	0
opera_contig_2925	0	0	0	2.81505	3.18839	0	0.479095
opera_contig_2926	0	0	0	3.29169	3.19134	0	0.200197
opera_contig_2927	0	0	0	6.69537	3.52756	0.215551	0.0620079
opera_contig_2928	0	0	4.4133	0	0	0	17.5478
opera_contig_2929	0	0	1.10788	0.736946	0.491626	0	3.25025
opera_contig_2930	0	0	0.981764	1.59882	0.984722	0	4.17201
opera_contig_2931	0	0	0	0	0	0	17.7786
opera_contig_2932	0	0	0	3.30192	3.4075	0.49334	0.412432
opera_contig_2933	0	0.841481	5.70963	0	0	0	25.0983
opera_contig_2934	0	0	67.3936	0.985185	0.838025	0	2.19259
opera_contig_2935	0	1.36696	14.5406	3.06182	2.93966	0	6.34421
opera_contig_2936	0	0	1.10248	2.15792	1.8104	0	2.77426
opera_contig_2937	0	151.499	0	0	0	0	3415.48
opera_contig_2938	0	0.584737	3.90188	8.03469	8.84539	0.417245	15.1447
opera_contig_2939	0	1.57192	0	0	0	0	28.7569
opera_contig_2940	0	0.94494	5.40972	0	0	0	18.495
opera_contig_2941	0	0	0	3.20536	2.82788	0.248016	0
opera_contig_2942	0.86402	0	0	3.46104	4.0804	0	0
opera_contig_2943	0	0.942346	0	0	0	0	24.6988
opera_contig_2944	0	0	0	0	0	0	29.2063
opera_contig_2945	0.944279	0	0	2.83035	2.10249	0	0
opera_contig_2946	0	0	0.665672	1.61045	0.746269	0	2.85075
opera_contig_2947	0	0.984048	5.27567	0	0	0	19.4058
opera_contig_2948	0	2.07435	0	0	0	0	31.8703
opera_contig_2949	1.56202	1.80317	0.406263	51.693	35.5689	1.11346	43.4359
opera_contig_2950	0	0	0.978033	1.4658	1.60859	0	3.79331
opera_contig_2951	0	0	52.531	7.4615	1.871	0	3.435
opera_contig_2952	0	0	4.5745	0	0	0	19.23
opera_contig_2953	0	0	1.0945	1.4915	1.7445	0	2.288
opera_contig_2954	0	0.95998	0	0	0	0	31.6963
opera_contig_2955	0	0	0.250125	2.24712	4.22957	0.247619	0.0541353
opera_contig_2956	0	0	2.24837	0	0	0	13.7672
opera_contig_2957	0	0	0.0361264	3.84345	3.88058	0	0.281987
opera_contig_2958	0	0	16.6471	4.96285	2.59789	0	1.75653
opera_contig_2959	0	0	0.874498	1.99799	1.00351	0	1.73092
opera_contig_2960	0	0	69.6145	1.37299	0.741968	0	3.63002
opera_contig_2961	0	3.22111	7.82462	0	0	0	20.9543
opera_contig_2962	0	0	0	0	0	0	28.2777
opera_contig_2963	0	0	0.246479	0	0	0	27.6413
opera_contig_2964	0	0.231118	1.75881	2.0141	0.998489	0	3.6007
opera_contig_2965	0	0	0	0	0	6.85448	0
opera_contig_2966	0	0.952117	1.12349	0	0	0	19.2636
opera_contig_2967	0	0	0	2.26201	2.64036	0.238746	0
opera_contig_2968	0	0.425101	0	0	0	0	30.9362
opera_contig_2969	0	0	0	1.99797	3.65671	0	0.0810127
opera_contig_2970	0	1.88039	1.50127	0	0	0	22.7638
opera_contig_2971	0	0.916836	0	0	0	0	27.0477
opera_contig_2972	0	0	0	4.52995	1.76447	0.249239	0
opera_contig_2973	0	0	80.8187	2.2773	0.758761	0	2.55561
opera_contig_2974	0	0	2.34959	2.01677	1.37957	0	4.22358
opera_contig_2975	0	0	4.7627	2.64837	0.754065	0	2.95427
opera_contig_2976	0	0	0.252161	3.5033	3.90086	0.254194	0
opera_contig_2977	0	0.954222	0	0	0	0	27.3469
opera_contig_2978	0	0	0	1.22177	0	23.0992	0
opera_contig_2979	0	0.526477	0	0	0	0	27.0692
opera_contig_2980	0	0	2.37729	0	0	0	28.3396
opera_contig_2981	0	0.976045	0	0	0	0	13.9541
opera_contig_2982	0	0	0	3.42806	3.54898	0.252041	0.623469
opera_contig_2983	0	0	1.3999	2.40756	0.765577	0	3.51124
opera_contig_2984	0	0	0	4.56237	3.84663	0	0
opera_contig_2985	0	0	0	0	0	0	23.335
opera_contig_2986	0	0.509724	0	0	0	0	25.3987
opera_contig_2987	0	0	0	0	0	0	36.5358
opera_contig_2988	0	0	0	0	0	0	27.3746
opera_contig_2989	0	0.981064	10.1888	0	0	0	20.0113
opera_contig_2990	0	0	0	3.70522	2.26151	0.255885	0
opera_contig_2991	0	0	0	0	0	0	12.6626
opera_contig_2992	0	0	0	2.14498	2.8002	0	0
opera_contig_2993	0	0	0	0.256148	0	1.02203	8.12551
opera_contig_2994	0	1.49538	5.02154	0	0	0	20.1164
opera_contig_2995	0	0.963534	0.764766	0	0	0	16.2167
opera_contig_2996	0	0	0	4.28505	3.34874	0.255778	0
opera_contig_2997	0	0	0	0	0	0	14.0149
opera_contig_2998	0	0	20.8246	3.84156	2.16564	0	2.05607
opera_contig_2999	0	0	0	2.54967	2.41534	0	0
opera_contig_3000	0	1.81318	1.99228	1.40556	1.01698	0	3.90221
opera_contig_3001	0	0.88311	0	0	0	0	11.7116
opera_contig_3002	0	0.532233	0	0	0	0	29.7406
opera_contig_3003	0	0	0.773361	0	0	0	16.7563
opera_contig_3004	0	1.67888	0.256066	0	0	0	12.6706
opera_contig_3005	0	0.938049	0	0	0	0	17.6458
opera_contig_3006	0	0	0	2.82481	5.26305	0.258398	0
opera_contig_3007	0	0.483454	2.18821	0	0	0	17.6986
opera_contig_3008	0	0	2.31092	17.1542	23.4972	2.61511	1.33471
opera_contig_3009	0	0	0.258799	0	0	0	17.5828
opera_contig_3010	0	0.968928	0	0	0	0	31.3786
opera_contig_3011	0	0.167789	1.03418	0	0	0	19.3288
opera_contig_3012	0	0	0	0	0	0	16.6712
opera_contig_3013	0	0.974572	0	0	0	0	20.0882
opera_contig_3014	0	0	0	2.93461	1.68396	0	0
opera_contig_3015	0	0	0	0	0	0	25.3666
opera_contig_3016	0.97352	0	0	2.82555	3.07892	0	0.149533
opera_contig_3017	0	0.599792	1.68191	0	0	0	18.2578
opera_contig_3018	0	2.79158	2.0738	1.76871	1.41892	0	1.67048
opera_contig_3019	0	0	1.46906	1.03328	0.519501	0.25897	4.65263
opera_contig_3020	0	0.0427306	0	2.72903	2.59771	0	0
opera_contig_3021	0	0	68.1491	3.1147	0.520334	0	2.73723
opera_contig_3022	0	0.974961	0	0	0	0	19.3359
opera_contig_3023	0	0.983829	65.9729	0.780386	1.51174	0	5.36463
opera_contig_3024	0	0	6.869	1.30219	0.259916	0	3.59186
opera_contig_3025	0	0.172414	0	0	0	0	29.3804
opera_contig_3026	0	0.206915	0.652698	2.35621	1.56365	0	3.10634
opera_contig_3027	0	0	0.262055	0	0	0	12.3606
opera_contig_3028	0	0	0.907135	0	0	0	21.6107
opera_contig_3029	0	0.412598	4.83675	0	0	0	16.9554
opera_contig_3030	0	0	0.783727	1.29501	1.29344	0	3.51759
opera_contig_3031	0	0.209474	0	0	0	0	12.7211
opera_contig_3032	0.961053	0	0	2.48053	2.07105	0.256842	0.760526
opera_contig_3033	0	0.0410742	0	0	0	0	28.8162
opera_contig_3034	0	1.7176	0	0	0	0	13.686
opera_contig_3035	0	1.95673	0	0	0	0	14.8317
opera_contig_3036	0	0	1.701	2.37454	1.31326	0	3.73323
opera_contig_3037	0	0	62.0687	2.08562	0.527484	0	4.64746
opera_contig_3038	0	0	1.18509	0	0	0	12.7557
opera_contig_3039	0	0	0.263882	2.85299	3.68218	0.26441	0
opera_contig_3040	0	2.86207	0	0	0	0	41.2233
opera_contig_3041	0	0.943677	8.47821	0	0	0	18.2991
opera_contig_3042	0	0.2605	5.28868	0	0	0	16.6672
opera_contig_3043	0	0	0	2.64646	3.57097	0	0
opera_contig_3044	0	0	0	3.04678	4.20468	0	0
opera_contig_3045	0	0	2.48643	0	0	0	18.6168
opera_contig_3046	0	0	3.88113	0	0	0	17.6381
opera_contig_3047	0	0	0	4.71055	3.72548	0.266525	0.195096
opera_contig_3048	0	1.46187	4.64107	0	0	0	15.1552
opera_contig_3049	0	0	3.45013	0	0	0	21.3995
opera_contig_3050	0	0.649947	74.4333	1.86553	2.3746	0	2.8842
opera_contig_3051	0	0	17.3668	3.189	1.05606	0	2.45328
opera_contig_3052	0	0	6.24038	0	0	0	16.0529
opera_contig_3053	0	1.32193	0	0	0	0	19.5813
opera_contig_3054	0	0	72.885	1.54842	1.06635	0	2.64741
opera_contig_3055	0.332618	0	0	4.11052	2.39217	0.26824	0
opera_contig_3056	0	0	1.87607	1.87339	1.60622	0	4.272
opera_contig_3057	0	0	0	3.19968	4.36715	0	0
opera_contig_3058	0	0.977992	5.45947	0	0	0	20.211
opera_contig_3059	0	0	0	3.99839	5.03274	0	0.158884
opera_contig_3060	0	0	0	0.670247	0.267991	0.476369	7.81633
opera_contig_3061	0	0	0	1.74329	0.931794	0	4.6724
opera_contig_3062	0	0	0	4.81745	2.67798	0	0
opera_contig_3063	0	1.1637	4.70167	0	0.132472	0	16.6834
opera_contig_3064	0	0.963881	5.46954	0	0	0	20.3628
opera_contig_3065	0	0	0	4.13585	3.73854	0	0.28841
opera_contig_3066	0	0	1.07883	1.34233	1.88931	0.268359	3.5
opera_contig_3067	0	0	0	2.65019	3.3568	0	1.09081
opera_contig_3068	0	0	0	0	0	0	14.3015
opera_contig_3069	0	1.60378	0.135135	0	0	0	13.1924
opera_contig_3070	0	0	3.8973	1.20973	1.20973	0	2.30162
opera_contig_3071	0	0	17.9426	0.270168	0	0	17.2274
opera_contig_3072	0.960997	0	0	3.3662	3.92037	0	0
opera_contig_3073	0	0	0	2.6898	1.88774	0.265727	0
opera_contig_3074	0	0	0	2.54338	4.26898	0	0.145336
opera_contig_3075	0	0	61.6773	1.89479	1.35087	0	3.38395
opera_contig_3076	0	0	0	2.14162	4.84645	0	0
opera_contig_3077	0	0.966866	3.38566	0	0	0	21.9392
opera_contig_3078	0	0	6.64002	0	0	0	15.2654
opera_contig_3079	0	1.4497	5.66558	1.35128	1.62697	0.214247	3.36596
opera_contig_3080	0	0	0	3.37269	4.06474	0.178455	0
opera_contig_3081	0	0.665215	0	0	0	0	26.098
opera_contig_3082	0	0.16122	0	0	0	0	25.0719
opera_contig_3083	0	0	0	2.1683	3.52179	0	0
opera_contig_3084	0	1.71795	0	0	0	0	11.1124
opera_contig_3085	0	0	2.04528	1.63393	2.30387	0	2.30878
opera_contig_3086	0	0	64.9296	1.6132	1.3617	0	4.69013
opera_contig_3087	0	1.33952	4.02838	0	0	0	17.9885
opera_contig_3088	0	0.984716	0	0	0	0	15.1272
opera_contig_3089	0	0	0	0.94047	2.7089	0.272529	0
opera_contig_3090	0	0	70.8563	2.67923	0.681421	0	5.66011
opera_contig_3091	0	0	1.21979	0	0	0	16.0175
opera_contig_3092	0	0	1.35722	1.75875	0.546499	0	2.8698
opera_contig_3093	0	0	0	3.41544	3.10892	0	0.307608
opera_contig_3094	0	0.942497	0	0	0	0	29.8664
opera_contig_3095	0	0	0	3.81096	3.37973	0.255342	0.303562
opera_contig_3096	0	0	1.09479	0.816986	1.48548	0	4.34137
opera_contig_3097	0.949534	0	0	3.38673	4.3582	0	0
opera_contig_3098	0	0.137761	4.23216	0	0	0	16.6674
opera_contig_3099	0	0	0.822173	0.548299	2.73546	0	2.51647
opera_contig_3100	0	0	0.951701	2.18002	1.64435	0	1.69704
opera_contig_3101	0	0	0	2.44865	2.72982	0	0
opera_contig_3102	0	0	0.271978	0	0	0	8.77912
opera_contig_3103	0	0	0	4.64871	1.50797	0.272677	0.318857
opera_contig_3104	0	1.04183	7.42873	0	0	0	15.9252
opera_contig_3105	0	0	0	0	0	0	27.8442
opera_contig_3106	0	0	0	0	0	0	31.0325
opera_contig_3107	0	0	0.137893	3.37783	3.28351	0	0.153889
opera_contig_3108	0	0	5.00607	0	0	0	18.4456
opera_contig_3109	0	0	0.275996	2.8833	2.88606	0.275996	0.149336
opera_contig_3110	0	0.955174	0	0	0	0	25.2756
opera_contig_3111	0	0.984505	4.53791	0	0	0	22.4184
opera_contig_3112	0.322081	0	2.05589	2.45877	3.02048	0	4.38406
opera_contig_3113	0	0	0.276855	5.49336	3.31118	0.138427	1.13178
opera_contig_3114	0	0	0	0	0	2.41773	5.76122
opera_contig_3115	0	0.911259	2.44204	0	1.37604	0	30.8491
opera_contig_3116	0	0	0	0	0	8.45591	0
opera_contig_3117	0	0	1.93896	0	0	0	21.2142
opera_contig_3118	0	0	0.138966	3.0378	3.04169	0.27682	0.449694
opera_contig_3119	0	0	1.2386	0	0	0	20.6329
opera_contig_3120	0	0	1.66129	1.92937	1.38543	0	1.19077
opera_contig_3121	0	0	0	4.56093	0.553144	0.556483	0
opera_contig_3122	0	0	3.88481	0	0	0	19.719
opera_contig_3123	0	0.481358	62.9694	8.37841	3.17474	8.73845	0
opera_contig_3124	0	0	0	3.44457	3.06128	0	0.278552
opera_contig_3125	0	0.257111	0.278862	0	0	0	18.3463
opera_contig_3126	0	0	0	0	0	5.49888	0
opera_contig_3127	0	0	0.835288	4.70128	3.33389	0	0.164712
opera_contig_3128	0	0	0	0	0	7.58682	0
opera_contig_3129	0	0	68.751	2.21831	0.555556	0	1.90676
opera_contig_3130	0.877086	0.918242	55.6068	1.37319	1.38654	0	5.32536
opera_contig_3131	0	0	0	0	0	0	20.2423
opera_contig_3132	0	1.83436	0	0	0	0	13.6743
opera_contig_3133	0	0.203693	77.4024	1.32009	0.55624	0	3.69726
opera_contig_3134	0	0	6.68498	0	0	0	21.2853
opera_contig_3135	0	0	65.4641	1.11728	0.84119	0	3.17565
opera_contig_3136	0	0	0	3.99719	3.89388	0	0
opera_contig_3137	0	0.185393	2.96011	0	0	0	21.4388
opera_contig_3138	0	0	8.13772	0	0	0	19.8432
opera_contig_3139	0	0.957818	0	0	0	0	30.4438
opera_contig_3140	0	0	8.11831	0	0	0	17.307
opera_contig_3141	0	0	18.4972	5.42099	1.68736	0	1.66027
opera_contig_3142	0	0.275395	1.68623	0	0	0	21.7184
opera_contig_3143	0	0	0	3.77088	2.93623	0.280474	0.0953725
opera_contig_3144	0.165914	0	0	1.67607	3.23928	0.790068	0
opera_contig_3145	0	0	0	1.95935	2.41333	0.3083	0
opera_contig_3146	0	0	0.687783	2.07353	0.557692	0	4.11256
opera_contig_3147	0	0	0	0	0	0	27.9411
opera_contig_3148	0	0	0.283126	0	0	0	15.765
opera_contig_3149	0	0.943941	0.845413	1.82276	1.12911	0	3.83862
opera_contig_3150	0	0	1.96771	1.98187	1.81756	0	3.16034
opera_contig_3151	0	0	0	0	0	0	18.6655
opera_contig_3152	0	0	1.1328	3.958	3.4597	0	0.375142
opera_contig_3153	0	0.717206	0	0	0	0	12.1374
opera_contig_3154	0	0	4.2125	0	0	0	21.3926
opera_contig_3155	0	0	0	4.23151	3.63936	0	0
opera_contig_3156	0.955606	0	0.141719	2.107	1.83153	0	0
opera_contig_3157	0	0	1.67501	2.90211	2.26978	0	1.76722
opera_contig_3158	0	0	1.1309	1.70461	0.982925	0.155948	3.81332
opera_contig_3159	0	0	0.285063	1.70125	1.2805	0	1.83238
opera_contig_3160	0	0	0	1.70205	2.41724	0.513699	0
opera_contig_3161	0	0.888064	4.25071	0	0	0	19.1571
opera_contig_3162	0	0	0	3.64205	3.91705	0.547727	0
opera_contig_3163	0	0.0388571	12.0303	1.71143	0.856571	0	24.6263
opera_contig_3164	0	0	0	0.552887	0	1.39394	6.29388
opera_contig_3165	0	0	0	0.571592	0	0.833333	8.55842
opera_contig_3166	0	0	12.7772	3.94502	4.84364	0.286369	2.0063
opera_contig_3167	0	0	0.285796	2.248	0.252005	59.232	0.276632
opera_contig_3168	0	0	0.142775	6.35149	7.97878	0.324541	1.75803
opera_contig_3169	0	0	0.690931	0.877593	2.15941	0	0.51525
opera_contig_3170	0	0.289157	3.54618	1.14745	1.41652	0	4.46644
opera_contig_3171	0	0	23.6935	4.40643	0.996556	0	0.876579
opera_contig_3172	0	0	0	3.23779	4.92131	0.244687	0.15853
opera_contig_3173	0	0	0	2.71593	3.42266	0.286371	0
opera_contig_3174	0	0	0	2.26812	3.26985	0	0
opera_contig_3175	0	0	4.68509	0	0	0	14.3535
opera_contig_3176	0	0	0	3.66149	3.97179	0	0.0909614
opera_contig_3177	0	0.103051	0	3.1445	1.56074	0.287853	0.153138
opera_contig_3178	0	0.980403	0	0	0	0	21.4496
opera_contig_3179	0	0	0.839677	1.71396	1.43714	0	4.1361
opera_contig_3180	0	0	0	0	0	0	10.9752
opera_contig_3181	0	0	3.02426	0	0	0	20.4754
opera_contig_3182	0	0	22.0624	2.27441	2.26228	0	2.67591
opera_contig_3183	0	0.52948	5.0104	0	0	0	19.1769
opera_contig_3184	0	0.481481	0	0	0	0	23.4091
opera_contig_3185	0	0	0	0.283478	0	0.528116	7.44174
opera_contig_3186	0	0.932174	0	0	0	0	30.4922
opera_contig_3187	0	0	0	2.42227	2.74246	0	0
opera_contig_3188	0	0	65.3879	1.15505	0.867596	0	3.30546
opera_contig_3189	0	0	7.00407	0	0	0	19.1203
opera_contig_3190	0	0	0	2.02326	3.43198	0	0
opera_contig_3191	0	0	0	0	0	0	27.0663
opera_contig_3192	0	0	0.719023	3.52763	3.59977	0	0.209424
opera_contig_3193	0	0.235877	0	0	0	0	27.3116
opera_contig_3194	0	0	0.142691	2.71578	3.18462	0	0.152009
